,Point,sampleID,group,group.1,t-SNE 1,t-SNE 2
4764,1_2237.txt,cr_min20_1_13,cr_min20_1,cr_min20,-9.754721641540527,2.913703680038452
4765,1_2238.txt,cr_min20_1_14,cr_min20_1,cr_min20,-9.569014549255371,2.6276276111602783
4766,1_2239.txt,cr_min20_1_15,cr_min20_1,cr_min20,-9.656400680541992,7.650508403778076
4767,1_2240.txt,cr_min20_1_16,cr_min20_1,cr_min20,-10.765596389770508,6.690659046173096
4768,1_2242.txt,cr_min20_1_17,cr_min20_1,cr_min20,-10.818665504455566,3.005568742752075
4769,1_2243.txt,cr_min20_1_18,cr_min20_1,cr_min20,-10.484065055847168,4.401251316070557
4770,1_2246.txt,cr_min20_1_19,cr_min20_1,cr_min20,-10.181605339050293,6.418774127960205
4771,1_2247.txt,cr_min20_1_20,cr_min20_1,cr_min20,-10.13748550415039,8.762674331665039
4772,1_2248.txt,cr_min20_2_1,cr_min20_2,cr_min20,-10.715951919555664,4.07724666595459
4773,1_2249.txt,cr_min20_2_2,cr_min20_2,cr_min20,-10.15081787109375,10.080376625061035
4774,1_2251.txt,cr_min20_2_3,cr_min20_2,cr_min20,-10.103227615356445,10.214278221130371
4775,1_2252.txt,cr_min20_2_4,cr_min20_2,cr_min20,-9.984798431396484,8.149736404418945
4776,1_2253.txt,cr_min20_2_5,cr_min20_2,cr_min20,-9.629239082336426,8.468518257141113
4777,1_2254.txt,cr_min20_2_6,cr_min20_2,cr_min20,-10.425589561462402,9.705920219421387
4778,1_2255.txt,cr_min20_2_7,cr_min20_2,cr_min20,-9.71753215789795,10.136707305908203
4779,1_2256.txt,cr_min20_2_8,cr_min20_2,cr_min20,-10.843608856201172,10.137511253356934
4780,1_2257.txt,cr_min20_2_9,cr_min20_2,cr_min20,-11.313164710998535,9.151968955993652
4781,1_2260.txt,cr_min20_2_10,cr_min20_2,cr_min20,-6.0999250411987305,9.691766738891602
4782,1_2261.txt,cr_min20_2_11,cr_min20_2,cr_min20,-8.32448959350586,9.235505104064941
4783,1_2262.txt,cr_min20_2_12,cr_min20_2,cr_min20,-8.554118156433105,10.308444023132324
4784,1_2263.txt,cr_min20_2_13,cr_min20_2,cr_min20,-6.829456329345703,9.868817329406738
4785,1_2265.txt,cr_min20_2_14,cr_min20_2,cr_min20,1.639817237854004,4.664303779602051
4786,1_2267.txt,cr_min20_2_15,cr_min20_2,cr_min20,-3.8997879028320312,4.557718276977539
4787,1_2268.txt,cr_min20_2_16,cr_min20_2,cr_min20,-7.450550079345703,8.1677827835083
4788,1_2269.txt,cr_min20_2_17,cr_min20_2,cr_min20,-6.680349349975586,6.566648960113525
4789,1_2271.txt,cr_min20_2_18,cr_min20_2,cr_min20,-7.567768096923828,5.629244327545166
4790,1_2272.txt,cr_min20_2_19,cr_min20_2,cr_min20,-7.818238258361816,10.29419231414795
4791,1_2274.txt,cr_min20_2_20,cr_min20_2,cr_min20,-4.578952312469482,7.221989631652832
4792,1_2276.txt,cr_min20_3_1,cr_min20_3,cr_min20,-5.536756992340088,6.589731693267822
4793,1_2277.txt,cr_min20_3_2,cr_min20_3,cr_min20,-8.520699501037598,6.740880489349365
4794,1_2278.txt,cr_min20_3_3,cr_min20_3,cr_min20,-3.237576961517334,1.2210477590560913
4795,1_2279.txt,cr_min20_3_4,cr_min20_3,cr_min20,-7.395529270172119,6.581711769104004
4796,1_2280.txt,cr_min20_3_5,cr_min20_3,cr_min20,-5.9011735916137695,8.515735626220703
4797,1_2281.txt,cr_min20_3_6,cr_min20_3,cr_min20,-6.969885349273682,8.12633228302002
4798,1_2282.txt,cr_min20_3_7,cr_min20_3,cr_min20,-8.373881340026855,7.187512397766113
4799,1_2284.txt,cr_min20_3_8,cr_min20_3,cr_min20,-6.078610897064209,5.302579879760742
4800,1_2286.txt,cr_min20_3_9,cr_min20_3,cr_min20,-5.828444480895996,7.6387715339660645
4801,1_2287.txt,cr_min20_3_10,cr_min20_3,cr_min20,-6.821298122406006,7.8803324699401855
4802,1_2289.txt,cr_min20_3_11,cr_min20_3,cr_min20,-8.700201988220215,8.45120620727539
4803,1_2290.txt,cr_min20_3_12,cr_min20_3,cr_min20,-7.280317783355713,9.0067138671875
4804,1_2291.txt,cr_min20_3_13,cr_min20_3,cr_min20,-8.438429832458496,9.675271034240723
4805,1_2292.txt,cr_min20_3_14,cr_min20_3,cr_min20,-5.307631492614746,5.426921844482422
4806,1_2293.txt,cr_min20_3_15,cr_min20_3,cr_min20,-4.68701171875,5.859013557434082
4807,1_2294.txt,cr_min20_3_16,cr_min20_3,cr_min20,-7.7311272621154785,8.61546802520752
4808,1_2299.txt,cr_min20_3_17,cr_min20_3,cr_min20,-9.964022636413574,16.411911010742188
4809,1_2301.txt,cr_min20_3_18,cr_min20_3,cr_min20,-10.858799934387207,10.904847145080566
4810,1_2306.txt,cr_min20_3_19,cr_min20_3,cr_min20,-9.083015441894531,10.240604400634766
4811,1_2307.txt,cr_min20_3_20,cr_min20_3,cr_min20,-9.179247856140137,9.725846290588379
4872,1_2392.txt,cr_min30_1_1,cr_min30_1,cr_min30,-2.210873603820801,16.176265716552734
4873,1_2393.txt,cr_min30_1_2,cr_min30_1,cr_min30,-4.454347133636475,17.037174224853516
4874,1_2394.txt,cr_min30_1_3,cr_min30_1,cr_min30,-2.4602787494659424,4.6657185554504395
4875,1_2395.txt,cr_min30_1_4,cr_min30_1,cr_min30,-5.158863067626953,14.868637084960938
4876,1_2396.txt,cr_min30_1_5,cr_min30_1,cr_min30,-6.699660778045654,10.990294456481934
4877,1_2397.txt,cr_min30_1_6,cr_min30_1,cr_min30,-6.010883808135986,14.337567329406738
4878,1_2398.txt,cr_min30_1_7,cr_min30_1,cr_min30,-9.258536338806152,9.231328964233398
4879,1_2399.txt,cr_min30_1_8,cr_min30_1,cr_min30,-13.003557205200195,5.515025615692139
4880,1_2400.txt,cr_min30_1_9,cr_min30_1,cr_min30,-5.07473611831665,18.388948440551758
4881,1_2401.txt,cr_min30_1_10,cr_min30_1,cr_min30,-4.997523784637451,16.80258560180664
4882,1_2402.txt,cr_min30_1_11,cr_min30_1,cr_min30,-3.688887596130371,15.261125564575195
4883,1_2403.txt,cr_min30_1_12,cr_min30_1,cr_min30,-0.3830147981643677,3.7493319511413574
4884,1_2405.txt,cr_min30_1_13,cr_min30_1,cr_min30,-4.864123344421387,16.20193099975586
4885,1_2406.txt,cr_min30_1_14,cr_min30_1,cr_min30,-7.606340408325195,17.37276268005371
4886,1_2412.txt,cr_min30_1_15,cr_min30_1,cr_min30,-9.74110221862793,17.908912658691406
4887,1_2414.txt,cr_min30_1_16,cr_min30_1,cr_min30,-8.284677505493164,17.213111877441406
4888,1_2415.txt,cr_min30_1_17,cr_min30_1,cr_min30,-11.26914119720459,14.971709251403809
4889,1_2416.txt,cr_min30_1_18,cr_min30_1,cr_min30,-8.13405990600586,18.061201095581055
4890,1_2417.txt,cr_min30_1_19,cr_min30_1,cr_min30,-6.715598106384277,16.821828842163086
4891,1_2420.txt,cr_min30_1_20,cr_min30_1,cr_min30,-6.931236743927002,15.411871910095215
4892,1_2421.txt,cr_min30_2_1,cr_min30_2,cr_min30,-9.012988090515137,16.770349502563477
4893,1_2423.txt,cr_min30_2_2,cr_min30_2,cr_min30,-6.424473762512207,17.732297897338867
4894,1_2424.txt,cr_min30_2_3,cr_min30_2,cr_min30,-6.247157096862793,16.579137802124023
4895,1_2425.txt,cr_min30_2_4,cr_min30_2,cr_min30,-8.150031089782715,15.80216121673584
4896,1_2428.txt,cr_min30_2_5,cr_min30_2,cr_min30,-1.3723158836364746,11.110074996948242
4897,1_2430.txt,cr_min30_2_6,cr_min30_2,cr_min30,-2.954012393951416,13.251317024230957
4898,1_2431.txt,cr_min30_2_7,cr_min30_2,cr_min30,-3.0251688957214355,9.05465316772461
4899,1_2432.txt,cr_min30_2_8,cr_min30_2,cr_min30,-2.4195570945739746,10.596537590026855
4900,1_2433.txt,cr_min30_2_9,cr_min30_2,cr_min30,-1.1466397047042847,10.332240104675293
4901,1_2434.txt,cr_min30_2_10,cr_min30_2,cr_min30,0.3437670171260834,10.091458320617676
4902,1_2435.txt,cr_min30_2_11,cr_min30_2,cr_min30,-1.363754391670227,12.887652397155762
4903,1_2436.txt,cr_min30_2_12,cr_min30_2,cr_min30,-3.497323513031006,10.517183303833008
4904,1_2437.txt,cr_min30_2_13,cr_min30_2,cr_min30,-4.4825944900512695,12.697246551513672
4905,1_2438.txt,cr_min30_2_14,cr_min30_2,cr_min30,-3.6330976486206055,9.87191104888916
4906,1_2439.txt,cr_min30_2_15,cr_min30_2,cr_min30,-3.634749412536621,12.282369613647461
4907,1_2440.txt,cr_min30_2_16,cr_min30_2,cr_min30,-4.874977111816406,11.971691131591797
4908,1_2441.txt,cr_min30_2_17,cr_min30_2,cr_min30,-0.2934919595718384,11.313074111938477
4909,1_2442.txt,cr_min30_2_18,cr_min30_2,cr_min30,-1.8172792196273804,10.011555671691895
4910,1_2443.txt,cr_min30_2_19,cr_min30_2,cr_min30,-2.3234493732452393,11.584039688110352
4911,1_2444.txt,cr_min30_2_20,cr_min30_2,cr_min30,-0.014582722447812557,12.31330680847168
4912,1_2445.txt,cr_min30_3_1,cr_min30_3,cr_min30,-3.5931241512298584,11.545964241027832
4913,1_2446.txt,cr_min30_3_2,cr_min30_3,cr_min30,-3.8511195182800293,9.310662269592285
4914,1_2447.txt,cr_min30_3_3,cr_min30_3,cr_min30,-2.174638271331787,8.655241012573242
4915,1_2448.txt,cr_min30_3_4,cr_min30_3,cr_min30,-0.7290295362472534,9.964911460876465
4916,1_2449.txt,cr_min30_3_5,cr_min30_3,cr_min30,-2.444667339324951,12.584766387939453
4917,1_2450.txt,cr_min30_3_6,cr_min30_3,cr_min30,-4.250768661499023,10.69017219543457
4918,1_2451.txt,cr_min30_3_7,cr_min30_3,cr_min30,-3.6680116653442383,11.438750267028809
4919,1_2452.txt,cr_min30_3_8,cr_min30_3,cr_min30,-2.0302133560180664,8.571120262145996
4920,1_2454.txt,cr_min30_3_9,cr_min30_3,cr_min30,-3.71665620803833,12.95608901977539
4921,1_2455.txt,cr_min30_3_10,cr_min30_3,cr_min30,-2.634523868560791,11.373446464538574
4922,1_2456.txt,cr_min30_3_11,cr_min30_3,cr_min30,0.9665878415107727,9.648921966552734
4923,1_2457.txt,cr_min30_3_12,cr_min30_3,cr_min30,-4.248657703399658,10.05933666229248
4924,1_2458.txt,cr_min30_3_13,cr_min30_3,cr_min30,-1.4126337766647339,12.13555908203125
4925,1_2459.txt,cr_min30_3_14,cr_min30_3,cr_min30,-1.5714259147644043,11.473947525024414
4926,1_2460.txt,cr_min30_3_15,cr_min30_3,cr_min30,-4.594050884246826,11.162800788879395
4927,1_2461.txt,cr_min30_3_16,cr_min30_3,cr_min30,-3.754160165786743,11.54896068572998
4928,1_2462.txt,cr_min30_3_17,cr_min30_3,cr_min30,-4.556700706481934,12.724350929260254
4929,1_2464.txt,cr_min30_3_18,cr_min30_3,cr_min30,0.7791101932525635,10.356485366821289
4930,1_2465.txt,cr_min30_3_19,cr_min30_3,cr_min30,0.3354892134666443,10.168604850769043
4931,1_2466.txt,cr_min30_3_20,cr_min30_3,cr_min30,-3.1114554405212402,10.474129676818848
4990,1_1102.txt,cr_min60_1_1,cr_min60_1,cr_min60,-4.604523658752441,0.6785287261009216
4991,1_1103.txt,cr_min60_1_2,cr_min60_1,cr_min60,-7.500726699829102,2.750180721282959
4992,1_1104.txt,cr_min60_1_3,cr_min60_1,cr_min60,-5.845699787139893,0.5989507436752319
4993,1_1105.txt,cr_min60_1_4,cr_min60_1,cr_min60,-6.272919654846191,2.568345546722412
4994,1_1106.txt,cr_min60_1_5,cr_min60_1,cr_min60,-6.308140277862549,2.6715941429138184
4995,1_1107.txt,cr_min60_1_6,cr_min60_1,cr_min60,-5.360621929168701,1.747553825378418
4996,1_1108.txt,cr_min60_1_7,cr_min60_1,cr_min60,-6.84714412689209,1.2851536273956299
4997,1_1109.txt,cr_min60_1_8,cr_min60_1,cr_min60,-3.6182329654693604,2.441293716430664
4998,1_1110.txt,cr_min60_1_9,cr_min60_1,cr_min60,-7.1024980545043945,1.945712685585022
4999,1_1112.txt,cr_min60_1_10,cr_min60_1,cr_min60,-7.118359565734863,2.163180112838745
5000,1_1113.txt,cr_min60_1_11,cr_min60_1,cr_min60,-5.426393508911133,0.9995168447494507
5001,1_1115.txt,cr_min60_1_12,cr_min60_1,cr_min60,-4.045300483703613,1.2468616962432861
5002,1_1116.txt,cr_min60_1_13,cr_min60_1,cr_min60,-6.25247049331665,1.899389624595642
5003,1_1117.txt,cr_min60_1_14,cr_min60_1,cr_min60,-7.600889682769775,0.7676427364349365
5004,1_1118.txt,cr_min60_1_15,cr_min60_1,cr_min60,-7.764543056488037,1.6338149309158325
5005,1_1119.txt,cr_min60_1_16,cr_min60_1,cr_min60,-6.916764259338379,3.3471014499664307
5006,1_1121.txt,cr_min60_1_17,cr_min60_1,cr_min60,-6.760371208190918,0.11896269023418427
5007,1_1122.txt,cr_min60_1_18,cr_min60_1,cr_min60,-4.948414325714111,1.7859971523284912
5008,1_1123.txt,cr_min60_1_19,cr_min60_1,cr_min60,-7.063316822052002,1.3238353729248047
5009,1_1124.txt,cr_min60_1_20,cr_min60_1,cr_min60,-4.012275695800781,1.8393192291259766
5010,1_1125.txt,cr_min60_2_1,cr_min60_2,cr_min60,-4.022600173950195,1.6050848960876465
5011,1_1126.txt,cr_min60_2_2,cr_min60_2,cr_min60,-5.395092010498047,2.940537929534912
5012,1_1127.txt,cr_min60_2_3,cr_min60_2,cr_min60,-5.803106784820557,1.642714500427246
5013,1_1128.txt,cr_min60_2_4,cr_min60_2,cr_min60,-4.613107681274414,2.5147323608398438
5014,1_1129.txt,cr_min60_2_5,cr_min60_2,cr_min60,-5.207591533660889,3.083556652069092
